,Unnamed: 0,Unnamed: 0.1,ANO_ELEICAO,SG_UF,DS_CARGO,NM_CANDIDATO,SQ_CANDIDATO,DS_SITUACAO_CANDIDATURA,DS_DETALHE_SITUACAO_CAND,NM_PARTIDO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,VR_DESPESA_MAX_CAMPANHA,DS_SITUACAO_CANDIDATO_PLEITO,DS_SITUACAO_CANDIDATO_URNA,media_esp,soma_esp,media_part,soma_part,media_out,soma_out,soma_media,soma_total,soma_fund_publico
24596,24596,34030,2020,PE,VEREADOR,SAMUEL IGOR BRITO DE SOUZA,170001060505,APTO,DEFERIDO,DEMOCRATAS,20,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,23077.95,DEFERIDO,DEFERIDO,60.0,60.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0
24598,24598,34033,2020,MS,VEREADOR,HEVERTON FEITOZA DA SILVA,120001079526,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,27,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,27332.82,DEFERIDO,DEFERIDO,433.33,866.66,0.0,0.0,532.5,1065.0,965.83,1931.66,866.66
24601,24601,34039,2020,PI,VEREADOR,FRANCISCO LIMA MELO NETO,180000913953,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,26,MASCULINO,SUPERIOR COMPLETO,BRANCA,29628.61,DEFERIDO,DEFERIDO,363.6,1090.8,0.0,0.0,414.5,829.0,778.1,1919.8,1090.8
24602,24602,34041,2020,MG,VEREADOR,TIAGO BICALHO DE SOUZA,130001141933,APTO,DEFERIDO,PROGRESSISTAS,27,MASCULINO,SUPERIOR COMPLETO,BRANCA,54289.77,DEFERIDO,DEFERIDO,98.27,687.89,0.0,0.0,84.86,169.72,183.13,857.61,687.89
24605,24605,34044,2020,SP,VEREADOR,ROSÂNGELA DE JESUS CALADO,250001046614,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,29,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,95.59,191.18,0.0,0.0,128.25,256.5,223.84,447.68,191.18
24606,24606,34045,2020,SP,VEREADOR,RAFAEL BRESIO MORAES CAMARGO,250000917079,APTO,DEFERIDO,CIDADANIA,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,38115.02,DEFERIDO,DEFERIDO,130.0,390.0,0.0,0.0,236.9,1184.5,366.9,1574.5,390.0
24607,24607,34046,2020,MG,VEREADOR,CARLOS MASTRONHIANE XAVIER MARTINS,130000843286,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,29,MASCULINO,SUPERIOR COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,150.0,300.0,0.0,0.0,768.75,1537.5,918.75,1837.5,300.0
24608,24608,34047,2020,BA,VEREADOR,RICARDO PACHECO DA LUZ,50001164346,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,29,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,378.0,378.0,0.0,0.0,423.05,1692.2,801.05,2070.2,378.0
24610,24610,34049,2020,RS,VEREADOR,RAFAEL REMUSSI,210000794335,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,0.0,0.0,52.2,52.2,1035.0,2070.0,1087.2,2122.2,52.2
24613,24613,34052,2020,ES,VEREADOR,LUANA PEREIRA DE SOUZA,80001077077,APTO,DEFERIDO,DEMOCRATAS,24,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,150.0,300.0,0.0,0.0,54.5833333333333,163.75,204.583333333333,463.75,300.0
24616,24616,34055,2020,ES,VEREADOR,RANIELE SOARES DA SILVA,80000897791,APTO,DEFERIDO,PARTIDO VERDE,21,FEMININO,LÊ E ESCREVE,BRANCA,12307.75,DEFERIDO,DEFERIDO,77.115,154.23,0.0,0.0,152.083333333333,456.25,229.198333333333,610.48,154.23
24618,24618,34057,2020,PI,VEREADOR,WASHINGTON LUIL OLIVEIRA,180000671431,APTO,DEFERIDO,CIDADANIA,29,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,26344.74,DEFERIDO,DEFERIDO,2920.0,2920.0,0.0,0.0,0.0,0.0,2920.0,2920.0,2920.0
24621,24621,34061,2020,PI,VEREADOR,FRANCISCA IOLANDA ALMONDES DOS SANTOS,180000673942,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,29,FEMININO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,1611.0,1611.0,79.9,159.8,227.075,908.3,1917.975,2679.1,1770.8
24623,24623,34064,2020,PR,VEREADOR,WELLINGTON MATHEUS MARTILIANO PEREIRA,160000651750,APTO,DEFERIDO,PROGRESSISTAS,20,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,78.605,471.63,0.0,0.0,404.833333333333,1214.5,483.438333333333,1686.13,471.63
24624,24624,34065,2020,PR,VEREADOR,MARTA BRASSI MALINOSKI,160000804295,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,20,FEMININO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,77.205,463.23,0.0,0.0,0.0,0.0,77.205,463.23,463.23
24625,24625,34066,2020,PB,VEREADOR,MAURINA ZILDA PEREIRA DA FONSECA,150000802930,APTO,DEFERIDO,PARTIDO LIBERAL,23,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,132.5,265.0,0.0,0.0,1000.0,1000.0,1132.5,1265.0,265.0
24627,24627,34070,2020,SP,VEREADOR,MAYCON WILLIAM CARDOSO ANTUNES,250001112917,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,27,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,52095.51,DEFERIDO,DEFERIDO,767.6460000000001,3838.23,0.0,0.0,0.0,0.0,767.6460000000001,3838.23,3838.23
24630,24630,34073,2020,SC,VEREADOR,GUILHERME RENAN BENVENUTTI,240000721522,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,22,MASCULINO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,415.0,830.0,0.0,0.0,228.871428571429,1602.1,643.871428571429,2432.1,830.0
24632,24632,34076,2020,SE,VEREADOR,GABRIELA FERREIRA DE SANTANA,260000886913,APTO,DEFERIDO,PROGRESSISTAS,27,FEMININO,SUPERIOR INCOMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,133.0,133.0,0.0,0.0,213.25,426.5,346.25,559.5,133.0
24635,24635,34081,2020,SP,VEREADOR,MATEUS AUGUSTO DE ALMEIDA CENTALVI,250000650157,APTO,DEFERIDO,PATRIOTA,24,MASCULINO,SUPERIOR COMPLETO,BRANCA,107447.98,DEFERIDO,DEFERIDO,900.0,900.0,64.395,128.79,0.0,0.0,964.395,1028.79,1028.79
24640,24640,34088,2020,SP,VEREADOR,RAFAEL LARDIERI JUNIOR,250000995512,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,27,MASCULINO,SUPERIOR COMPLETO,BRANCA,208668.32,DEFERIDO,DEFERIDO,0.0,0.0,2000.0,2000.0,245.45454545454496,2700.0,2245.45454545455,4700.0,2000.0
24641,24641,34089,2020,BA,VEREADOR,CRISLENE DO EGITO PORTELLA,50001069550,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,23,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,31415.07,DEFERIDO,DEFERIDO,76.1,152.2,0.0,0.0,0.0,0.0,76.1,152.2,152.2
24643,24643,34092,2020,BA,VEREADOR,SIVANILTON QUEIROZ DOS SANTOS DE JESUS,50001145003,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,24,MASCULINO,SUPERIOR INCOMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,106.41,319.23,0.0,0.0,182.5,730.0,288.91,1049.23,319.23
24645,24645,34095,2020,SP,VEREADOR,GILDENOR ALVES FREIRE,250000789467,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,24,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,3675197.12,DEFERIDO,DEFERIDO,3343.375,13373.5,0.0,0.0,0.0,0.0,3343.375,13373.5,13373.5
24648,24648,34101,2020,MG,VEREADOR,ANA PAULA DE JESUS JÚLIO,130001174829,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,23,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,NEGRA,17991.69,DEFERIDO,DEFERIDO,1880.0,1880.0,0.0,0.0,233.0,233.0,2113.0,2113.0,1880.0
24649,24649,34102,2020,PR,VEREADOR,PAULO RODRIGO FOX,160001145438,APTO,DEFERIDO,PARTIDO LIBERAL,27,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,530525.58,DEFERIDO,DEFERIDO,1166.66666666667,3500.0,0.0,0.0,0.0,0.0,1166.66666666667,3500.0,3500.0
24650,24650,34105,2020,TO,VEREADOR,AQUESA ANDREIA CARVALHO DE OLIVEIRA,270000832993,APTO,DEFERIDO,PROGRESSISTAS,20,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,23832.29,DEFERIDO,DEFERIDO,2504.5,12522.5,0.0,0.0,0.0,0.0,2504.5,12522.5,12522.5
24653,24653,34109,2020,SP,VEREADOR,BRUNA CAROLINE FERREIRA,250001159526,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,26,FEMININO,SUPERIOR INCOMPLETO,BRANCA,59093.31,DEFERIDO,DEFERIDO,590.325,1180.65,0.0,0.0,138.768,693.84,729.0930000000001,1874.49,1180.65
24654,24654,34110,2020,RJ,VEREADOR,PABLO EDUARDO DOS SANTOS,190000989233,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,27,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,104887.86,DEFERIDO,DEFERIDO,334.73,669.46,0.0,0.0,0.0,0.0,334.73,669.46,669.46
24656,24656,34112,2020,GO,VEREADOR,AMANDA CAROLINE RODRIGUES SOARES,90000844561,APTO,DEFERIDO,PODEMOS,23,FEMININO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,0.0,0.0,210.833333333333,632.5,608.5,608.5,819.333333333333,1241.0,632.5
24657,24657,34113,2020,PB,VEREADOR,THIAGO DINIZ PEREIRA,150000882451,APTO,DEFERIDO,CIDADANIA,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,311995.58,DEFERIDO,DEFERIDO,1247.0,6235.0,0.0,0.0,1512.30625,12098.45,2759.30625,18333.45,6235.0
24659,24659,34115,2020,MT,PREFEITO,HÉCTOR ALVARES BEZERRA,110000920009,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,445076.22,DEFERIDO,DEFERIDO,9750.0,39000.0,0.0,0.0,2020.16666666667,60605.0,11770.1666666667,99605.0,39000.0
24666,24666,34130,2020,MA,PREFEITO,REBECA DIOGO FERNANDES,100000910066,APTO,DEFERIDO,PATRIOTA,27,FEMININO,SUPERIOR COMPLETO,BRANCA,282800.53,DEFERIDO,DEFERIDO,200000.0,200000.0,0.0,0.0,1160.2611111111098,10442.35,201160.261111111,210442.35,200000.0
24667,24667,34132,2020,PR,VEREADOR,PAULO RICARDO ALVES,160001065801,APTO,DEFERIDO,PROGRESSISTAS,26,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,300.0,1200.0,0.0,0.0,110.0,330.0,410.0,1530.0,1200.0
24669,24669,34135,2020,PE,VEREADOR,AMANDA DARC DE LIMA,170000787819,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,20,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,1500.0,1500.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0
24670,24670,34136,2020,AP,VEREADOR,CARLOS EDUARDO PIMENTEL BARBOSA,30001205451,APTO,DEFERIDO,PARTIDO LIBERAL,21,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,151743.76,DEFERIDO,DEFERIDO,150000.0,150000.0,0.0,0.0,0.0,0.0,150000.0,150000.0,150000.0
24671,24671,34137,2020,AC,VEREADOR,AGLEIDSON ARAÚJO RIBEIRO,10000854222,APTO,DEFERIDO,SOLIDARIEDADE,27,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,22060.35,DEFERIDO,DEFERIDO,755.4425,6043.54,0.0,0.0,2000.0,2000.0,2755.4425,8043.54,6043.54
24672,24672,34138,2020,MG,VEREADOR,LORRANE RAISSA RODRIGUES ROCHA NASCIMENTO,130001013779,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,27,FEMININO,SUPERIOR COMPLETO,NEGRA,692183.02,DEFERIDO,DEFERIDO,7220.14818181818,79421.63,120.0,120.0,59.0,59.0,7399.14818181818,79600.63,79541.63
24675,24675,34141,2020,PR,VEREADOR,JEAN CARLOS CHITOLINA,160000885294,APTO,DEFERIDO,PARTIDO DA MOBILIZAÇÃO NACIONAL,27,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,102384.92,DEFERIDO,DEFERIDO,197.125,394.25,0.0,0.0,258.0,516.0,455.125,910.25,394.25
24682,24682,34150,2020,RS,VEREADOR,ERICA VANESSA SANTORI,210001127202,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,29,FEMININO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,950.0,1900.0,0.0,0.0,370.0,740.0,1320.0,2640.0,1900.0
24683,24683,34151,2020,PR,VEREADOR,HELIO HENRIQUE TANGANELLI,160001128265,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,24,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,80.505,483.03,0.0,0.0,1100.0,1100.0,1180.505,1583.03,483.03
24685,24685,34153,2020,PI,VEREADOR,LEONDIDAS FREIRE SILVA JÚNIOR,180001028777,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,237355.18,DEFERIDO,DEFERIDO,5675.0,11350.0,0.0,0.0,3538.2142857142894,24767.5,9213.21428571429,36117.5,11350.0
24686,24686,34154,2020,PB,VEREADOR,ANA LUCIA LIMA DA SILVA,150001062827,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,29,FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,15828.8,DEFERIDO,DEFERIDO,2120.0,10600.0,0.0,0.0,0.0,0.0,2120.0,10600.0,10600.0
24687,24687,34155,2020,AM,VEREADOR,CARLOS EDUARDO MOURA DA COSTA,40000686918,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,21,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,628500.47,DEFERIDO,DEFERIDO,3750.0,7500.0,0.0,0.0,0.0,0.0,3750.0,7500.0,7500.0
24689,24689,34157,2020,MA,VEREADOR,CINTIA RAYMARA BARBOSA MADEIRA,100000886284,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,23,FEMININO,SUPERIOR INCOMPLETO,NEGRA,88881.63,DEFERIDO,DEFERIDO,7000.0,14000.0,0.0,0.0,0.0,0.0,7000.0,14000.0,14000.0
24690,24690,34158,2020,MG,VEREADOR,ELEN CRISTINA DA SILVA,130000913820,APTO,DEFERIDO,REDE SUSTENTABILIDADE,26,FEMININO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,1602918.44,DEFERIDO,DEFERIDO,242.0,484.0,0.0,0.0,0.0,0.0,242.0,484.0,484.0
24695,24695,34163,2020,PB,VEREADOR,LEVY DA SILVA FERREIRA,150000924312,APTO,DEFERIDO,PROGRESSISTAS,27,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,700.0,1400.0,0.0,0.0,128.57,128.57,828.57,1528.57,1400.0
24698,24698,34167,2020,SC,VEREADOR,RUBIA DAIANA DE LIMA,240000871340,APTO,DEFERIDO,PROGRESSISTAS,29,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,453.7075,1814.83,0.0,0.0,174.45,523.35,628.1575,2338.18,1814.83
24702,24702,34173,2020,PI,PREFEITO,FANUEL ADAUTO DE ALENCAR ANDRADE,180000765058,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,26,MASCULINO,SUPERIOR COMPLETO,BRANCA,123077.42,DEFERIDO,DEFERIDO,40000.0,40000.0,0.0,0.0,1853.33333333333,27800.0,41853.3333333333,67800.0,40000.0
24703,24703,34174,2020,RO,VEREADOR,JACKSON DE SOUZA LEITE,220001108410,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,20,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,31862.55,DEFERIDO,DEFERIDO,1320.0,1320.0,0.0,0.0,1154.04333333333,24234.91,2474.04333333333,25554.91,1320.0
24704,24704,34175,2020,SP,VEREADOR,ROMARIO CARLOS MARQUES SANTOS,250001215447,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,26,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,90.0,180.0,0.0,0.0,90.0,90.0,180.0,270.0,180.0
24705,24705,34176,2020,GO,VEREADOR,JOSÉ GONÇALVES DA COSTA,90001214391,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,24,MASCULINO,SUPERIOR COMPLETO,BRANCA,32543.31,DEFERIDO,DEFERIDO,2000.0,2000.0,0.0,0.0,0.0,0.0,2000.0,2000.0,2000.0
24707,24707,34179,2020,GO,VEREADOR,ANA PAULA GOMES DOS SANTOS,90000925232,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,27,FEMININO,SUPERIOR COMPLETO,NEGRA,120545.14,DEFERIDO,DEFERIDO,5000.0,5000.0,0.0,0.0,0.0,0.0,5000.0,5000.0,5000.0
24710,24710,34184,2020,MT,VEREADOR,JOSÉ ALEX RODRIGUES LIRA,110001013720,APTO,DEFERIDO,REPUBLICANOS,27,MASCULINO,ENSINO MÉDIO INCOMPLETO,NEGRA,93963.86,DEFERIDO,DEFERIDO,8000.0,16000.0,0.0,0.0,0.0,0.0,8000.0,16000.0,16000.0
24711,24711,34185,2020,PR,VEREADOR,AMANDA ZACARIAS SPOZITO,160000879043,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,19,FEMININO,ENSINO MÉDIO COMPLETO,SEM INFORMAÇÃO,21530.52,DEFERIDO,DEFERIDO,2000.0,2000.0,0.0,0.0,694.8,3474.0,2694.8,5474.0,2000.0
24713,24713,34189,2020,TO,VEREADOR,JOANA DARC DUARTE DA SILVA,270000783216,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,23,FEMININO,ENSINO MÉDIO COMPLETO,SEM INFORMAÇÃO,12307.75,DEFERIDO,DEFERIDO,6000.0,6000.0,0.0,0.0,366.666666666667,1100.0,6366.66666666667,7100.0,6000.0
24714,24714,34190,2020,AM,VEREADOR,MARIA NILZA DA SILVA NUNES,40000751575,APTO,DEFERIDO,PROGRESSISTAS,25,FEMININO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,500.0,500.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0
24715,24715,34191,2020,TO,VEREADOR,RONAN DIAS DE ASSUNÇÃO,270001130069,APTO,DEFERIDO,PARTIDO TRABALHISTA CRISTÃO,28,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,962451.15,DEFERIDO,DEFERIDO,1312.915,5251.66,0.0,0.0,314.094,1570.47,1627.009,6822.13,5251.66
24716,24716,34192,2020,RS,VEREADOR,RONIEL MACHADO FERREIRA,210000891240,APTO,DEFERIDO,REPUBLICANOS,27,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,78.415,156.83,0.0,0.0,67.575,270.3,145.99,427.13,156.83
24718,24718,34194,2020,TO,VEREADOR,DEUSENI MARTINS DA CONCEIÇÃO,270000933701,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,21,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,0.0,0.0,80.0,80.0,159.86666666666702,959.2,239.866666666667,1039.2,80.0
24724,24724,34204,2020,SE,VEREADOR,MIKAEL SANTOS SOUZA,260001016546,APTO,DEFERIDO,PARTIDO LIBERAL,25,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,180.833333333333,542.5,0.0,0.0,945.0,945.0,1125.83333333333,1487.5,542.5
24726,24726,34209,2020,MG,VEREADOR,DANIELI AMANDA DE MORAES,130001045888,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,26,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,150.766666666667,1356.9,0.0,0.0,134.1375,536.55,284.904166666667,1893.45,1356.9
24727,24727,34210,2020,GO,VEREADOR,HERBERTH PEREIRA SOUSA,90001093509,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,26,MASCULINO,SUPERIOR COMPLETO,NEGRA,57604.88,DEFERIDO,DEFERIDO,132.921428571429,930.45,0.0,0.0,424.444444444444,3820.0,557.365873015873,4750.45,930.45
24731,24731,34214,2020,SP,VEREADOR,GILBERTO RAMOS CAMARGO,250000978047,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,23,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,56.796666666666695,170.39,46.0,92.0,0.0,0.0,102.796666666667,262.39,262.39
24733,24733,34216,2020,SP,VEREADOR,PAULO EDUARDO DA SILVA PINHEIRO,250001030255,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,19,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,182.5,365.0,0.0,0.0,241.39,1206.95,423.89,1571.95,365.0
24736,24736,34219,2020,PE,VEREADOR,MARILIA PARENTE GRANJA,170001266106,APTO,DEFERIDO,PROGRESSISTAS,28,FEMININO,SUPERIOR COMPLETO,BRANCA,32836.11,DEFERIDO,DEFERIDO,45.0,135.0,0.0,0.0,0.0,0.0,45.0,135.0,135.0
24738,24738,34221,2020,MS,VEREADOR,REGINA RIQUELME ALVEZ,120000851740,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,29,FEMININO,ENSINO MÉDIO INCOMPLETO,BRANCA,17803.08,DEFERIDO,DEFERIDO,73.75,295.0,0.0,0.0,0.0,0.0,73.75,295.0,295.0
24739,24739,34222,2020,AP,VEREADOR,PATRICIA FREITAS DA SILVA,30001028619,APTO,DEFERIDO,REDE SUSTENTABILIDADE,25,FEMININO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,2050.0,6150.0,0.0,0.0,0.0,0.0,2050.0,6150.0,6150.0
24740,24740,34223,2020,PR,VEREADOR,LAIRYE GABRIEL NIEBESNIAK,160000972476,APTO,DEFERIDO,REPUBLICANOS,27,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,55295.64,DEFERIDO,DEFERIDO,248.5,994.0,0.0,0.0,600.0,600.0,848.5,1594.0,994.0
24742,24742,34228,2020,MG,VEREADOR,PAULO JÚNIOR LACERDA UNTALER,130001045630,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,25,MASCULINO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,100.0,300.0,0.0,0.0,9240.0,9240.0,9340.0,9540.0,300.0
24743,24743,34229,2020,SP,VEREADOR,VICTORIA FLORIPES TAVARES DE ALMEIDA,250001077641,APTO,DEFERIDO,SOLIDARIEDADE,23,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,20935.08,DEFERIDO,DEFERIDO,1500.0,1500.0,0.0,0.0,330.5,661.0,1830.5,2161.0,1500.0
24745,24745,34231,2020,AC,VEREADOR,ALCILENE SILVESTRE LEVI,10000808566,APTO,DEFERIDO,DEMOCRATAS,21,FEMININO,SUPERIOR INCOMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,1216.04,3648.12,0.0,0.0,0.0,0.0,1216.04,3648.12,3648.12
24746,24746,34232,2020,GO,VEREADOR,CLEIDIANY MOREIRA LIMA,90001131353,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,25,FEMININO,SUPERIOR COMPLETO,NEGRA,49720.42,DEFERIDO,DEFERIDO,3000.0,3000.0,0.0,0.0,104.5,209.0,3104.5,3209.0,3000.0
24747,24747,34236,2020,RS,VEREADOR,VINICIUS SANTOS,210000742851,APTO,DEFERIDO,PROGRESSISTAS,22,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,32004.89,DEFERIDO,DEFERIDO,450.68857142857104,3154.82,174.01,1740.1,779.0013333333329,11685.02,1403.6999047619,16579.94,4894.92
24750,24750,34240,2020,MG,VEREADOR,LUCAS DE PAULA MEDEIROS,130001095980,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,26,MASCULINO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,1035.0,1035.0,0.0,0.0,193.611111111111,1742.5,1228.61111111111,2777.5,1035.0
24753,24753,34245,2020,MG,VEREADOR,SABRINA CRISTINA DA SILVA,130001087896,APTO,DEFERIDO,DEMOCRATAS,29,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,285.54,285.54,0.0,0.0,87.5277777777778,787.75,373.067777777778,1073.29,285.54
24756,24756,34249,2020,PR,VEREADOR,JOELMA CARDOSO PEREIRA,160001176833,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,29,FEMININO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,900.0,900.0,0.0,0.0,770.116666666667,2310.35,1670.11666666667,3210.35,900.0
24757,24757,34251,2020,SP,VEREADOR,ALISSON FARIA KOMATSU,250001119148,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,25,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,259.75,1039.0,0.0,0.0,180.0,900.0,439.75,1939.0,1039.0
24761,24761,34257,2020,GO,VEREADOR,PAULO HENRIQUE SILVA VINHAL,90000968974,APTO,DEFERIDO,DEMOCRATAS,29,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,26309.17,DEFERIDO,DEFERIDO,100.0,100.0,0.0,0.0,433.333333333333,1300.0,533.333333333333,1400.0,100.0
